Lng,Lat,Naam,beschrijving
4.8537945625,52.3307647502,Brug no. 505,bosbaan3 bij Sporthal Amstelpark over de Hoornsloot
4.8452865955,52.3305959222,Brug no. 506,koenensluis1 nabij de Koenensluis in het Amsterdamse Bos
4.8432266589,52.3298288121,Brug no. 507,bosbaansluis de Bosbaansluis over de Schutsluis in het Amsterdamse Bos
4.8433607694,52.3256176655,Drogebrug (508),bosbaan5 zuidelijk van de Bosbaan over de Bootoverhaal in het Amsterdamse Bos
4.851798999,52.3290764413,Brug no. 509,bosbaan2 bij het botenhuis van de Bosbaan in het Amsterdamse Bos
4.8532205697,52.3291010287,Brug no. 510,bosbaan1 bij het botenhuis van de Bosbaan in het Amsterdamse Bos
4.8543846484,52.3280978483,Brug no. 511,bosbaan bij het Botenhuis van de Bosbaan in het Amsterdamse Bos
4.8211467143,52.3224684691,Brug no. 512,bosbaan10 toegang tot de Bosbaanweg in het Amsterdamse Bos
4.8204010602,52.3224586326,Brug no. 514,bosbaan11 toegang tot de Bosbaanweg nabij Meerzicht
4.8213666555,52.3224258444,Brug no. 515,bosbaan12 toegang tot de Bosbaanweg in het Amsterdamse Bos
4.8536765453,52.3319678358,Ballenbrug (516),boeierspad noordelijk van het Sportpark in het Amsterdamse Bos
4.8216885206,52.3217471224,Brug no. 517,nieuwe_meerlaan1 zuidelijk van de start van Bosbaan in het Amsterdamse Bos
4.8222732421,52.3215143216,Brug no. 518,nieuwe_meerlaan zuidelijk van de start van de Bosbaan in het Amsterdamse Bos
4.8240113136,52.3212159413,Brug no. 519,amsterdamse_bos_18 ten zuiden van het Openluchttheater in het Amsterdamse Bos
4.8249447223,52.3203142306,Brug no. 520,amsterdamse_bos9 bij de Grote Speelweide in het Amsterdamse Bos
4.8276215669,52.320460145,Brug no. 521,amsterdamse_bos7 in de speeleilanden bij de Grote Speelweide in het Amsterdamse Bos
4.8255991813,52.3201420837,Brug no. 522,amsterdamse_bos8 ten noorden van de Grote Speelweide in het Amsterdamse Bos
4.8227560397,52.3199092745,Brug no. 523,amsterdamse_bos19 ten westen van de Grote Speelweide in het Amsterdamse Bos
4.8305880901,52.3231947222,Brug no. 525,duizendmeterweg in de Duizendmeterweg in het Amsterdamse Bos
4.8306417343,52.3236340749,Brug no. 526,duizendmeterweg1 bij de Duizendmeterweg in het Amsterdamse Bos
4.8364084836,52.3245717834,Duizendmeterbrug (527),bosbaan8 in de Duizendmeterweg in het Amsterdamse Bos
4.8201811191,52.3177401552,Brug no. 528,amsterdamse_bos2 ten zuidwesten van de Grote Speelweide in het Amsterdamse Bos
4.8372077819,52.3247881748,Brug no. 529,duizendmeterweg2 bij de Duizendmeterweg in het Amsterdamse Bos
4.8368537303,52.3250144011,Brug no. 530,bosbaan13 ten zuiden van de Bosbaan in het Amsterdamse Bos
4.842599022,52.325250462,Brug no. 531,bosbaan14 ten zuiden van de Bosbaan in het Amsterdamse Bos
4.8430657264,52.3264602547,Brug no. 532,bosbaan9 halverwege de Bosbaanweg over een zijkanaal in het Amsterdamse Bos
4.8243117209,52.3148429116,Brug no. 533,amsterdamse_bos12 noordelijk van de Geitenboerderij in het Amsterdamse Bos
4.8254597064,52.3146756625,Brug no. 534,amsterdamse_bos11 noordelijk van de Geitenbooerderij in het Amsterdamse Bos
4.8280185338,52.3145936774,Brug no. 535,amsterdamse_bos10 noordelijk van de Geitenboerderij in het Amsterdamse Bos
4.8217368003,52.3088281071,Brug no. 536,burgemeester_a in Burgemeester A. Colijnweg over de weg naar Aalsmeer
4.8313230153,52.3062533636,Brug no. 537,burgmeester_a in de Burgemeester A. Colijnweg door het Amsterdamse Bos
4.8190116759,52.3155217395,Brug no. 538,amsterdamse_bos13 toegang tot het Vogeleiland in het Amsterdamse Bos
4.8264950391,52.3088986235,Bruinebrug (539),burgemeester_a noordelijk van de Burgemeester A. Colijnweg in het Amsterdamse Bos
4.8271816846,52.3100531077,Blauwebrug (540),amsterdamse_bos20 ten zuiden van de Geitenboerderij in het Amsterdamse Bos
4.831639516,52.3075686335,Brug no. 541,burgemeester_a ten noorden van de Burgemeester A. Colijnweg in het Amsterdamse Bos
4.8360329744,52.3069864428,Brug no. 542,amsterdamse_bos16 noordelijk van de Burgemeester A. Colijnweg in het Amsterdamse Bos
4.8382216569,52.3115388058,Vierwindenbrug (543),amsterdamse_bos21 in het verlengde van de Oude Karselaan in het Amsterdamse Bos
4.8377495881,52.3132835356,Bibbertjesbrug (544),amssterdamse_bos3 ten oosten van de Kleine Vijver in het Amsterdamse Bos
4.8341125127,52.3112469176,Brug no. 545,amsterdamse_bos14 ten zuiden van de Kleine Vijver in het Amsterdamse Bos
4.8216831561,52.3077195098,Klimopbrug (546),amsterdamse_bos40 ten zuiden van de Burgemeester A. Colijnweg in het Amsterdamse Bos
4.829381096,52.3182926923,Brug no. 547,zuidelijk van de Grote Vijver in het Amsterdamse Bos
4.8444068309,52.3250176797,Brug no. 548,bosbaan6 ten zuidoosten van de Handoverhaal in het Amsterdamse Bos
4.8496264097,52.3262373144,Brug no. 549,bosbaan7 bij het Dachaumonument bij de Bosbaan in het Amsterdamse Bos
4.8497229692,52.325138989,Brug no. 550,bosbaan15 ten zuiden van de finish van de Bosbaan in het Amsterdamse Bos
4.8429369804,52.3236766985,Karnemelkgatsbrug (551),handoverhaal ten zuiden van de Handoverhaal in het Amsterdamse Bos
4.8485535261,52.3326988501,Brug no. 552,boeierspad2 in het Boeierspad in het Amsterdamse Bos
4.8297029611,52.3186861863,Brug van Broerse (553),amsterdamse_bos1 ten zuiden van de Grote Vijver in het Amsterdamse Bos
4.8148435232,52.304839651,Brug no. 554,amsterdamse_bos42 bij de Bosrandweg in het Amsterdamse Bos
4.8173004266,52.2998584962,Brug no. 555,amsterdamse_bos41 ten oosten van de Bosrandweg in het Amsterdamse Bos
4.8219138261,52.3001898252,Hoedbrug (556),amsterdamse_bos46 ten oosten van de Bosrandweg in het Amsterdamse Bos
4.825813758,52.3029223746,Stenenbrug (557),burgemeester_a ten zuiden van de Burgemeester A. Colijnweg
4.8150098201,52.3039671283,Eerste Volendammerbrug (558),amsterdamse_bos44 ten zuidwesten van de Radartoren in het Amsterdamse Bos
4.8140764114,52.3037670361,Tweede Volendammerbrug (559),amsterdamse_bos43 ten zuidwesten van de Radartoren
4.8170429345,52.3033701292,Brug no. 560,amsterdamse_bos30 ten zuidoosten van de Radartoren
4.8205619928,52.300862317,Brug no. 561,amsterdamse_bos31 ten oosten van de Bosrandweg in het Amsterdamse Bos
4.8245102044,52.3014724714,Brug no. 562,amsterdamse_bos33 ten oosten van de Bosrandweg in het Amsterdamse Bos
4.8251914855,52.2999109841,Brug no. 563,amsterdamse_bos34 ten noorden van het Kampeerterrein in het Amsterdamse Bos
4.8263072845,52.3021285421,Brug no. 564,amsterdamse_bos45 ten zuiden van de Burgemeester A. Colijnweg in het Amsterdamse Bos
4.8295259353,52.3049905366,Brug no. 565,amsterdamse_bos17 ten zuiden van de Burgemeester A. Colijnweg in het Amsterdamse Bos
4.8439830419,52.3212454516,Boogbrug (566),springbaan ten noorden van de Springbaan in het Amsterdamse Bos
4.8406839248,52.3189255601,Manegebrug (569),springbaan1 ten westen van de Springbaan in het Amsterdamse Bos
4.828495967,52.2969371171,Brug no. 571,amsterdamse_bos35 ten noorden van het Kampeerterrein in het Amsterdamse Bos
4.8221981402,52.2969896085,Brug no. 572,amsterdamse_bos37 ten noorden van het Kampeerterrein in het Amsterdamse Bos
4.8233461257,52.2938793865,Brug no. 575,amsterdamse_bos38 toegang tot het Kampeerterrein in het Amsterdamse Bos
4.8260068771,52.2960775618,Brug no. 577,amsterdamse_bos36 ten noordoosten van het Kampeerterrein in het Amsterdamse Bos
4.8484676954,52.332469385,Brug no. 578,boeierspad1 in het Boeierspad in het Amsterdamse Bos
4.8285174247,52.3016135274,Brug no. 580,amsterdamse_bos32 zuidelijk van de Burgemeester A. Colijnweg in het Amsterdamse Bos
4.8310011503,52.3032438399,Brug no. 581,amsterdamse_bos28 ten westen van de Stadskwekerij in het Amsterdamse Bos
4.8332649347,52.3049364147,Brug no. 582,amsterdamse_bos27 ten westen van de Stadskwekerij in het Amsterdamse Bos
4.8339569446,52.3025713843,Brug no. 583,amsterdamse_bos29 ten zuidwesten van de Stadskwekerij in het Amsterdamse Bos
4.8363709327,52.3062697638,Brug no. 584,amsterdamse_bos15 ten noorden van de Burgemeester A. Colijnweg in het Amsterdamse Bos
4.8364567634,52.3160234752,Brug no. 586,amsterdamse_bos52 ten zuidoosten van de Grote Vijver in het Amsterdamse Bos
4.8328465101,52.3171744943,Brug no. 587,amsterdamse_bos53 ten westen van de Heuvel in he Amsterdamse Bos
4.8536014434,52.3326988501,Brug no. 589,tjotterspad in het Tjotterspad bij het Watersportcentrum in het Amsterdamse Bos
4.8566591617,52.3216717082,Brug no. 590,nieuwe_kalfjeslaan in de Nieuwe Kalfjeslaan over de Hoornsloot
4.8549425479,52.3336134205,Brug no. 591,koenensluis2 bij de Koenensluis in het Amsterdamse Bos
4.8549425479,52.3336134205,Brug no. 592,koenensluis in de Koenenkade over de Koenensluis in het Amsterdamse Bos
4.8549425479,52.3336134205,Brug no. 593,jachthavenweg1 in de Jachthavenweg over de IJssloot
4.837851512,52.3821895674,Brug no. 600,burgemeester_vening_meineszlaan in de Burgemeester Vening Meineszlaan bij de Harry Koningsbergerstraat
4.8364782211,52.3790836948,Brug no. 601,burgemeester_de_vlugtlaan in Burgemeester de Vlugtlaan bij de Harry Koningsbergerstraat
4.8316502448,52.3783108766,Brug no. 602,burgemeester_fockstraat1 in de Burgemeester Fockstraat bij het Gerbrandypark
4.827187049,52.3844128255,Brug no. 603,burgemeester_eliasstraat1 in de Burgemeester Eliasstraat bij de Haarlemmerweg
4.833436596,52.3734411554,Bananenbrug (604),burgemeester_roellstraat1 in de Burgemeester Ro�llstraat over de Burgemeester Cramergracht
4.8322617885,52.3736474826,Brug no. 605,burgemeester_roellstraat in de Burgemeester Ro�llstraat over de Burgemeester van de Pollstraat
4.8321169492,52.3704312879,Brug no. 606,jan_evertsenstraat2 in de Jan Evertsenstraat over de Burgemeester Cramergracht
4.8303198692,52.3698024322,Brug no. 607,oostoever in de Oostoever over de Burgemeester Cramergracht
4.810568082,52.3794111561,Brug no. 608,jacob_van_maerlantstraat in de Jacob van Maerlantstraat bij de Nienke van Hichtumstraat
4.8311567184,52.3772105696,Brug no. 609,burgemeester_fockstraat in de Burgemeester Fockstraat over de Burgemeester van Tienhovengracht
4.80759083,52.3680337276,Brug no. 610,sloterpark6 in het Sloterpark bij de President Allende laan
4.8257654783,52.3780456265,Brug no. 611,burgemeester_eliasstraat in de Burgemeester Eliasstraat over de Burgemeester van Tienhovengracht
4.8231690999,52.3750655471,Brug no. 612,burgemeester_roellstraat2 in de Burgemeester Ro�llstraat over de Frans Bastiaansestraat
4.8178046819,52.3786776395,Brug no. 613,carry_van_bruggenstraat in de Carry van Bruggenstraat bij het Jan de Louterpad
4.8201382038,52.3783337993,Brug no. 614,slotermeerlaan in de Slotermeerlaan bij de Slauerhoffstraat
4.8239952203,52.3777247045,Brug no. 615,frans_bastiaansestraat in de Frans Bastiaansestraat bij de Krijn Breurstraat
4.8238074657,52.3764147948,Brug no. 616,henriette_roland_holststraat in de Henri�tte Roland Holststraat bij de Frans Bastiaansestraat
4.8228311416,52.3739242217,Brug no. 617,noordzijde in de Noordzijde bij de Sloterparkbadlaan
4.8132288333,52.3794144307,Brug no. 618,burgemeester_van_leeuwenlaan in de Burgemeester van Leeuwenlaan bij het Jan de Louterpad
4.8088407394,52.3803640547,Brug no. 619,eendrachtspark in het Eendrachtspark over de Albedagracht
4.8089909431,52.3779064514,Brug no. 620,lodewijk_van_deysselstraat in de Lodewijk van Deysselstraat bij het Henrick van Veldekehof
4.808669078,52.3767275392,Brug no. 621,burgemeester_roellstraat3 in de Burgemeester Ro�llstraat bij het Henric van Veldekehof
4.8081326362,52.3745710309,Brug no. 622,savornin_lohmanstraat in de Savornin Lohmanstraat in het Eendrachtspark
4.8021352168,52.3792965449,Brug no. 623,kruisherenpad in het Kruisherenpad bij de Sam van Houtenstraat
4.7941261407,52.379253975,Brug no. 624,sam_van_houtenstraat in de Sam van Houtenstraat bij de Gerda Brautigamstraat
4.8101174709,52.3805408789,Brug no. 626,eendrachtspark1 in het Eendrachtspark over de Albedagracht
4.8121130344,52.3833077591,Brug no. 627,anthony_moddermanstraat in de Anthony Moddermanstraat bij de Ruys de Beerenbrouckstraat
4.8283779498,52.3788086255,Brug no. 628,freek_oxstraat in de Freek Oxstraat bij het Gerbrandypark
4.8348903533,52.3777869243,Brug no. 629,dirk_bonsstraat1 in de Dirk Bonsstraat bij het Gerbrandypark
4.8120218393,52.3720001127,Brug no. 630,thomas_van_aquinostraat1 in de Thomas van Aquinostraat bij het Sloterpark
4.8172682401,52.3718461804,Brug no. 631,president_allendelaan1 in de President Allendelaan bij het Sloterparkbad
4.8325031873,52.3707653638,Brug no. 632,burgemeester_cramergracht1 bij de Burgemeester Cramergracht en de Jan Evertsenstraat
4.8339569446,52.37045749,Brug no. 633,jan_evertsenstraat3 bij de Jan Evertsenstraat en de Burgemeester Cramergracht
4.8105519887,52.3684431562,Brug no. 634,sloterpark3 in het Sloterpark bij de President Allendelaan
4.8064374801,52.380298564,Brug no. 635,dr_h_colijnstraat in de Dr.H.Colijnstraat over de Albedagracht
4.7979080554,52.3801643079,Brug no. 637,aalbersestraat in de Aalbersestraat over de Albedagracht
4.7943621751,52.3816378285,Brug no. 638,cornelis_outshoornstraat in de Cornelis Outshoornstraat bij de J.M. den Uylstraat
4.7595792886,52.3811122785,Brug no. 639,osdorperweg in de Osdorperweg bij de Osdorper Binnenpolder
4.8059117671,52.3726289371,Brug no. 643,geleyn_bouwensstraat in de Geleyn Bouwensstraat bij het Eendrachtspark
4.8121398565,52.3807635455,Brug no. 651,bernard_loderstraat in de Bernard Loderstraat bij het Eendrachtspark
4.7939652082,52.3669757464,Brug no. 652,herman_bonpad in het Herman Bonpad bij het Ma Braunpad
4.8374438163,52.3699530963,Brug no. 653,jan_tooropstraat in de Jan Tooropstraat bij de Jan Evertsenstraat 
4.8395198461,52.345902559,Brug no. 655,afrit Einsteinweg in de Overschiestraat
4.8343968269,52.3640718999,Brug no. 656,postjesweg1 in de Postjesweg bij de Robert Fruinlaan
4.8348045226,52.3700579059,Brug no. 657,jan_evertsenstraat1 in de Jan Evertsenstraat bij de spoorbaan
4.8450720188,52.3696091883,Brug no. 658,admiraal_helfrichstraat in de Admiraal Helfrichstraat bij de Jan Evertsenstraat
4.8477542278,52.369596087,Brug no. 659,jan_evertsenstraat4 in de Jan Evertsenstraat over het Rembrandtpark
4.8477810499,52.3681057873,Brug no. 660,rembrandtpark1 in het Rembrandtpark bij de Van Spilbergenstraat
4.8477113124,52.3672869199,Brug no. 661,rembrandtpark in het Rembrandtpark bij de Willem Schoutenstraat
4.8420894023,52.3459320527,Brug no. 662,einsteinweg1 in de oprit van de Einsteinweg bij de Naaldwijkstraat
4.8480492708,52.3661273778,Brug no. 663,rembrandtpark2 in het Rembrandtpark bij de Willem Schoutenstraat
4.847539651,52.3652757173,Brug no. 664,rembrandtpark3 in het Rembrandtpark bij de Van Middellandtstraat Brug no. 665. in de oprit van de Einsteinweg bij de Overschiestraat
4.8395466682,52.3456240058,Brug no. 665,oprit Einsteinweg in de Overschiestraataat
4.8344397422,52.3628139985,Brug no. 666,marius_bauerstraat in de Marius Bauerstraat bij de spoorbaan
4.8470675823,52.3634970041,Brug no. 667,rembrandtpark4 in het Rembrandtpark bij de Postjesweg
4.8345684882,52.3592759589,Brug no. 668,johan_jongkindstraat in de Johan Jongkindstraat bij de spoorbaan
4.8465794202,52.3614954567,Brug no. 669,rembrandtpark5 in het Rembrandtpark bij de Corantijnstraat
4.84211086,52.3456141745,Brug no. 670,einsteinweg2 in de afrit van de Einsteinweg bij de Naaldwijkstraat.
4.8466652509,52.360548703,Brug no. 671,rembrandtpark7 in het Rembrandtpark bij de Antillenstraat
4.844304907,52.358419252,Brug no. 672,cornelis_lelylaan9 bij de Cornelis lelylaan in de Nachtwacht laan
4.8474001762,52.3642242214,Brug no. 673,postjesweg in de Postjesweg over het Rembrandtpark
4.8457372066,52.3601129929,Brug no. 674,rembrandtpark8 in het Rembrandtpark bij de Antillenstraat
4.8175310966,52.3595396836,Brug no. 675,colenbranderhof bij de Colenbranderhof over de Christoffel Plantijngracht
4.8174828168,52.3587861801,Brug no. 676,sloterplas bij de Sloterplas over de Christoffel Plantijngracht
4.8090124008,52.3672214099,Brug no. 677,sloterpark5 in het Sloterpark over de President Allendelaan
4.813185918,52.3685839988,Brug no. 678,sloterpark4 in het Sloterpark over de President Allendelaan
4.8090553161,52.3642094807,Brug no. 679,oeverpad in het Oeverpad bij het Sloterpark
4.806115615,52.3695600583,Brug no. 681,dokter_meurerstraat in de Dokter Meurerstraat bij het Sloterpark
4.849476206,52.3631186498,Brug no. 682,postjeskade_ingang_beatrixpark in de Postjeskade over de Postjeswetering
4.8495083925,52.3618443418,Brug no. 683,postjeskade_hoek_corantijnstraat in de Corentijnstraat over de Postjeswetering
4.8489075776,52.3597084011,Duizendste Brug (684),postjeskade_hoek_antillenstraat in de Antillenstraat over de Postjeswetering
4.8346757766,52.356347034,Brug no. 685,pieter_calandlaan1 in de Schipluidenlaan bij de Pieter Calandlaan
4.8347562429,52.3515535311,Brug no. 687,heemstedestraat in de Heemstedestraat bij Station Heemstedestraat
4.84413861,52.3580244733,Brug no. 688,cornelis_lelylaan12 in Cornelis Lelylaan bij de Nachtwachtlaan
4.8406249162,52.3580408543,Brug no. 689,cornelis_lelylaan2 in de Cornelis Lelylaan bij de Delflandlaan
4.8349064466,52.3469741528,Brug no. 690,vlaardingenlaan in de Vlaardingenlaan bij Station Henk Sneevlietweg
4.8360061523,52.3560849283,Brug no. 691,koningin_wilhelminaplein in het Koningin Wilhelminaplein bij de Schipluidenlaan
4.8405980941,52.356111139,Brug no. 692,delflandlaan1 in de Delflandlaan bij de Schipluidenlaan
4.8477542278,52.3555000995,Brug no. 695,westlandgracht_hoek_woestduinstr in de Woestduinstraat over de Westlandgracht
4.8030364391,52.3845470687,Brug no. 698,australiehavenweg in de Australi�havenweg bij de Haarlemmerweg
4.8114424821,52.3716136433,Brug no. 699,thomas_van_aquinostraat bij de Thomas van Aquinostraat in het Sloterpark
4.807553279,52.3724307929,Brug no. 700,sloterpark2 in het Sloterpark bij het Kindereiland
4.8273748037,52.3518156637,Brug no. 701,johan_huizingalaan in de Johan Huizingalaan over de Slotervaart
4.8333293077,52.3576804724,Brug no. 702,cornelis_lelylaan7 in de Cornelis Lelylaan bij het Station Amsterdam Lelylaan.
4.8346543189,52.3581162065,Brug no. 703,cornelis_lelylaan6 in de Cornelis Lelylaan bij het Station Amsterdam Lelylaan
4.8370092985,52.3457206804,Brug no. 704,henk_sneevlietweg in de Henk Sneevlietweg bij de Maassluisstraat
4.827288973,52.3578180731,Brug no. 705,cornelis_lelylaan13 in de Cornelis Lelylaan bij de Johan Huizingalaan
4.8331415531,52.3627943435,Brug no. 706,hemsterhuisstraat in de Hemsterhuisstraat bij de Marius Bauerstraat
4.8332595703,52.3592628545,Brug no. 707,comeniusstraat in de Comeniusstraat bij de Johan Jongkindstraat
4.8333829519,52.3562716788,Brug no. 708,pieter_calandlaan3 in de Pieter Calandlaan bij het Willem Frogerplein
4.8322081443,52.3518648133,Brug no. 709,jacques_veltmanstraat in de Jacques Veltmanstraat over de Slotervaart
4.8335063335,52.3515142111,Brug no. 710,plesmanlaan1 in de Plesmanlaan bij de Spoorbaan
4.820873129,52.3517239175,Brug no. 711,christoffel_plantijnpad in het Christoffel Plantijnpad over de Slotervaart
4.8211842653,52.3513208872,Brug no. 712,plesmanlaan4 in de Plesmanlaan bij het Christoffel Plantijnpad
4.8274981853,52.3470937634,Brug no. 713,johan_huizingalaan1 in de Johan Huizingalaan bij de Louwesweg
4.8326802131,52.3471593033,Brug no. 714,ottho_heldringstraat in de Ottho Heldringstraat bij de Aletta Jacobslaan
4.8182445642,52.3557540177,Brug no. 715,pieter_calandlaan4 in de Pieter Calandlaan over de Christoffel Plantijngracht
4.8200684663,52.3524611584,Brug no. 716,johan_braakensiekhof in de Johan Braakensiekhof over de Christoffel Plantijngracht
4.8213934776,52.3577263393,Brug no. 717,cornelis_lelylaan10 in de Cornelis Lelylaan over de Louis Bouwmeesterstraat
4.8213827487,52.3583488146,Brug no. 718,hemsterhuisstraat1 in de Hemsterhuisstraat bij de Colenbranderhof
4.8185717937,52.3576968535,Brug no. 719,cornelis_lelylaan11 in de Cornelis Lelylaan over de Christoffel Plantijngracht
4.8188722011,52.3582734628,Brug no. 720,christoffel_plantijnpad2 in het Christoffel Plantijnpad bij de Colenbranderhof
4.8191940662,52.3539781977,Brug no. 721,dirk_wittehof in de Dirk Wittehof over de Christoffel Plantijngracht
4.8069175955,52.3403000269,Brug no. 722,sportpark_sloten in het Wielercircuit van het Sportpark Sloten
4.8124617216,52.3703870717,Brug no. 725,sloterpark8 in de Heemtuin van het Sloterpark
4.8123222467,52.3698499242,Brug no. 726,sloterpark7 in de Heemtuin van het Sloterpark
4.8345336195,52.3576984916,Brug no. 729,cornelis_lelylaan4 in de Cornelis Lelylaan bij het Station Amsterdam Lelylaan
4.7973206517,52.3404049068,Brug no. 730,tuinpark_vat3 in volkstuinenpark Vereniging Amateur Tuinders in Sloten
4.7990265366,52.3403655768,Brug no. 731,tuinpark_vat2_te_sloten in volkstuinenpark Vereniging Amateur Tuinders in Sloten
4.7982916113,52.3379794957,Brug no. 732,tuinpark_vat_te_sloten in volkstuinenpark Vereniging Amateur Tuinders in Sloten
4.7986671206,52.3378811654,Brug no. 736,tuinpark_vat6_te_sloten in volkstuinenpark Vereniging Amateur Tuinders in Sloten
4.7987475869,52.3390938903,Brug no. 737,tuinpark_vat5_te_sloten in volkstuinenpark Vereniging Amateur Tuinders in Sloten
4.7999599453,52.3401427066,Brug no. 738,tuinpark_vat4_te_sloten in volkstuinenpark Vereniging Amateur Tuinders in Sloten
4.8075425502,52.3668725673,Brug no. 740,amstelglorie6 in volkstuinenpark Amstelglorie bij de Jan Vroegopsingel
4.9101611849,52.3357162049,Brug no. 742,amstelglorie8 in volkstuinenpark Amstelglorie bij de Jan Vroegopsingel
4.9116954085,52.334693507,Brug no. 744,amstelglorie10 in volkstuinenpark Amstelglorie bij de Jan Vroegopsingel
4.9085625883,52.3330119041,Brug no. 749,amstelglorie1 in volkstuinenpark Amstelglorie bij de Jan Vroegopsingel
4.8075425502,52.3668725673,Brug no. 751,president_allendelaan2 in de President Allendelaan bij het Oeverpad
4.7952902194,52.3644535217,Brug no. 752,ookmeerweg in de Ookmeerweg bij Grasrijk
4.8068666335,52.3609696669,Brug no. 753,meer_en_vaart in Meer en Vaart over de Osdorpergracht
4.8022371408,52.3525021159,Brug no. 754,pieter_calandlaan in de Pieter Calandlaan over de Hoekenesgracht
4.7992330667,52.359388984,Brug no. 755,osdorpergracht in Hoekenes over de Osdorpergracht
4.799275982,52.3580261114,Brug no. 756,tussen_meer in Tussen Meer over de Hoekenesgracht
4.7969156381,52.3614610594,Brug no. 757,wevelswalepad in de Osdorperban bij het Wevelswalepad
4.8150795575,52.3573987173,Brug no. 758,cornelis_lelylaan8 in de Cornelis Lelylaan bij de Piet Wiedijkstraat
4.7904890653,52.356284784,Brug no. 759,tussen_meer2 in Tussen Meer bij de Baden Powellweg
4.7887027141,52.3559080061,Brug no. 760,tussen_meer1 in Tussen Meer bij Langswater
4.7974252578,52.3481096207,Brug no. 761,baden_powellweg in de Baden Powellweg over de Slotervaart
4.7958695766,52.3632414924,Brug no. 762,grasrijk in het Ouwerdingenpad bij Grasrijk
4.7975110885,52.3603717987,Brug no. 763,vreedenhaven in Vreedenhaven over de Botteskerksingel
4.8034548637,52.3602948123,Brug no. 764,groenpad in het Groenpad over de Osdorpergracht
4.7992330667,52.359388984,Brug no. 765,van_suchtelen_v in de Van Suchtelen van de Haarestraat over de Hoekenesgracht
4.7952419397,52.3603341245,Brug no. 766,reimerswaalstraat in de Reimerswaalstraat over de Botteskerksingel
4.7892928001,52.3595904628,Brug no. 767,baden_powellweg1 in de Baden Powellweg over de Botteskerksingel
4.7937452671,52.3503608085,Brug no. 768,zuiderakerweg in de Zuiderakerweg bij de Osdorperweg
4.7959446785,52.347408354,Brug no. 769,akersluisweg in de P. Hans Frankfurtersingel bij de Osdorperweg
4.7920983907,52.3534375741,Brug no. 770,hoogeboomspad in het Hoogeboomspad bij de Osdorperweg
4.8108684894,52.3514028042,Brug no. 771,louis_davidsstraat in de Louis Davidsstraatover de Slotervaart
4.8031115409,52.3498594622,Brug no. 772,jan_van_zutphenplantsoen in het Jan van Zutphenplantsoen over de Slotervaart
4.7935682413,52.3441869716,Brug no. 773,akersluis in de Akersluis in de Slotervaart
4.7796690341,52.3597935787,Brug no. 775,westgaarde toegang tot de begraafplaats Westgaarde
4.7761043784,52.3724226051,Brug no. 776,joris_v_d_berghweg in de Joris van de Berghweg naar de Osdorper Binnenpolder
4.9044319865,52.3320776527,Brug no. 777,amstelglorie4 in volkstuinenpark Amstelglorie bij de Jan Vroegopsingel
4.9059715744,52.3327332698,Brug no. 778,amstelglorie5 in volkstuinenpark Amstelglorie bij de Jan Vroegopsingel
4.9083801981,52.3339559697,Brug no. 780,amstelglorie14 in volkstuinenpark Amstelglorie bij de Jan Vroegopsingel
4.9119099852,52.3320678183,Brug no. 781,amstelglorie13 in volkstuinenpark Amstelglorie bij de Jan Vroegopsingel
4.8378273722,52.336797879,Brug no. 782,riekerweg3 toegang tot volkstuinenpark Ons Buiten in de Riekerweg
4.7540485736,52.3886462017,Brug no. 783,kanaalweg in de Kanaalweg naar de Grote Y-polder in Haarlemmerliede
4.8473586019,52.38904971,Brug no. 784,kabelweg in de spoorbaan naar Haarlem over de Kabelweg
4.8008370277,52.3551855665,Piet Peelenbrug (786),verlengde_hoekenespad in het Hoekenespad over de Hoekenesgracht
4.8365640518,52.3519532826,Brug no. 787,maassluisstraat in de Maassluisstraat over de Slotervaart
4.7769787785,52.3530296447,Brug no. 788,romerostraat in de Romerostraat bij de Anielewiczsingel
4.7802510735,52.3535866558,Moeder Alacoquebrug (789),m_ghandilaan in de M. Gandhilaan bij de Jarasingel
4.7788402316,52.3559718948,Brug no. 790,bonhoeffersingel_hoek_terpstraat in de Bonhoeffersingel bij de Terpstraat
4.7805568453,52.355306793,Brug no. 791,bonhoefferstraat_hoek_letelierst in de Bonhoeffersingel bij de Letelierstraat
4.7817477461,52.3511324775,Titus Brandsmabrug (792),g_v_lierstraat in de Geertruida van Lierstraat bij de Ernst Cahnsingel
4.7834214446,52.3504509192,Truus Wijsmullerbrug (793),jacob_paffstraat in de Jacob Pfaffstraat bij de Ernst Cahnsingel
4.7861787554,52.3530230915,Louis J. Welterbrug (794),jacob_paffstraat1 in de Jacob Pfaffstraat bij de Rudi Bloemgartensingel
4.7836145636,52.3539863889,W.A. Meelhuysenbrug (795),willy_la_croixstraat in de Willy la Croixstraat bij de Rudi Bloemgartensingel
4.8043748614,52.3491172626,Brug no. 797,laan_van_vlaanderen in de Laan van Vlaanderen bij de Plesmanlaan
4.8623400804,52.3260569942,Brug no. 801,goudestein2 in Goudestein bij de Van der Boechorststraat
4.8624473687,52.3235848939,Brug no. 802,de_cuserstraat in de De Cuserstraat bij de Van der Boechorststraat
4.862334716,52.327827379,Brug no. 803,van_nijenrodeweg2 in de Van Nijenrodeweg bij de Van der Boechorststraat
4.8688471195,52.333088938,Brug no. 804,buitenveldertselaan2 in de Buitenveldertselaan bij de Vrije Universiteit
